// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4A8
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														-2.140987	9.818405	0.377631	0.992007	-0.074572	0.101786	0.079782	0.995651	-0.048107	-0.097756	0.055843	0.993642						
04222														-1.380707	9.832084	0.525767	0.991624	-0.073621	0.106122	0.078228	0.996136	-0.039916	-0.102773	0.047884	0.993552						
04223														-2.049510	9.720540	0.614324	0.992401	-0.063344	0.105491	0.066651	0.997380	-0.028121	-0.103433	0.034939	0.994023						
04224														-2.436508	9.804460	0.655435	0.993081	-0.059324	0.101345	0.061531	0.997928	-0.018786	-0.100020	0.024892	0.994674						
04225														-1.256913	9.702739	0.455533	0.993481	-0.059008	0.097534	0.060570	0.998078	-0.013120	-0.096572	0.018942	0.995146						
04226														-1.273882	9.634843	0.528088	0.994230	-0.052496	0.093544	0.053217	0.998569	-0.005229	-0.093135	0.010177	0.995601						
04227														-2.114941	9.794057	0.488823	0.994425	-0.058289	0.087876	0.058685	0.998275	-0.001933	-0.087611	0.007079	0.996130						
04228														-1.264165	9.705920	0.042098	0.993871	-0.074686	0.081506	0.075350	0.997144	-0.005098	-0.080893	0.011208	0.996660						
04229														-0.976637	9.833307	-0.424937	0.993189	-0.089482	0.074619	0.090504	0.995842	-0.010421	-0.073376	0.017103	0.997158						
04230														-1.123107	9.791291	-0.330853	0.993602	-0.092012	0.065488	0.092988	0.995595	-0.012001	-0.064096	0.018014	0.997781						
04231														-3.253492	9.943744	0.019925	0.994802	-0.089612	0.048353	0.090364	0.995816	-0.013593	-0.046933	0.017891	0.998738						
04232														-3.114703	9.903996	-0.218284	0.994744	-0.098586	0.027654	0.099299	0.994725	-0.025715	-0.024973	0.028326	0.999287						
04233														-1.519201	8.788651	-0.734827	0.993986	-0.108054	0.017805	0.108618	0.993481	-0.034592	-0.013951	0.036318	0.999243						
04234														-1.923169	9.180794	-0.409720	0.994476	-0.103476	0.017626	0.103968	0.994136	-0.029753	-0.014444	0.031421	0.999402						
04235														-3.737261	9.674378	-0.131136	0.994070	-0.106882	0.020029	0.107397	0.993858	-0.026679	-0.017055	0.028672	0.999443						
04236														-2.685099	9.667836	-0.120700	0.992405	-0.120988	0.022245	0.121595	0.992176	-0.028308	-0.018646	0.030798	0.999352						
04237														-1.670820	9.289851	0.348823	0.991996	-0.123929	0.024213	0.124468	0.991976	-0.022152	-0.021274	0.024988	0.999461						
04238														-2.365419	9.483856	0.705191	0.991973	-0.123756	0.025965	0.124116	0.992186	-0.012736	-0.024186	0.015856	0.999582						
04239														-1.720846	9.854258	0.468940	0.991844	-0.124324	0.028108	0.124573	0.992184	-0.007290	-0.026982	0.010732	0.999578						
04240														-1.610410	9.689090	0.051392	0.991841	-0.123702	0.030798	0.123934	0.992274	-0.005715	-0.029853	0.009485	0.999509						
04241														-1.355846	9.404630	-0.466875	0.991933	-0.122025	0.034338	0.122204	0.992500	-0.003160	-0.033694	0.007331	0.999405						
04242														-1.815796	9.575309	-0.154082	0.991865	-0.121390	0.038316	0.121386	0.992602	0.002422	-0.038326	0.002249	0.999263						
04243														-1.565353	9.657941	0.221403	0.991781	-0.120747	0.042313	0.120442	0.992673	0.009694	-0.043174	-0.004518	0.999057						
04244														-1.944300	9.547009	0.633868	0.992107	-0.117346	0.044195	0.116678	0.993017	0.017409	-0.045929	-0.012115	0.998871						
04245														-1.985432	9.880535	0.794312	0.991850	-0.119129	0.045197	0.118302	0.992765	0.020566	-0.047320	-0.015052	0.998766						
04246														-1.039206	9.751165	0.583964	0.991668	-0.119513	0.048074	0.118639	0.992723	0.020645	-0.050192	-0.014769	0.998630						
04247														-2.346236	9.394492	0.836677	0.992109	-0.114689	0.050664	0.113636	0.993251	0.023216	-0.052985	-0.017275	0.998446						
04248														-2.160135	9.413027	0.775393	0.991153	-0.121483	0.053452	0.120509	0.992488	0.021095	-0.055613	-0.014467	0.998348						
04249														-1.949887	9.409467	0.566832	0.990041	-0.127694	0.059267	0.126968	0.991780	0.015881	-0.060807	-0.008198	0.998116						
04250														-2.337514	9.549155	0.529053	0.990334	-0.123977	0.062193	0.123509	0.992279	0.011331	-0.063118	-0.003540	0.998000						
04251														-2.390516	9.637775	0.109696	0.990194	-0.125158	0.062063	0.125347	0.992113	0.000859	-0.061681	0.006928	0.998072						
04252														-1.867011	9.630737	-0.683262	0.988990	-0.133575	0.063695	0.134641	0.990813	-0.012736	-0.061409	0.021172	0.997888						
04253														-1.490922	9.416601	-0.929399	0.988924	-0.132045	0.067771	0.133690	0.990815	-0.020325	-0.064465	0.029161	0.997494						
04254														-2.740705	9.414087	-0.715415	0.989476	-0.127075	0.069196	0.128972	0.991366	-0.023652	-0.065593	0.032328	0.997323						
04255														-2.767686	9.610530	-0.776601	0.989067	-0.129968	0.069678	0.132346	0.990729	-0.030654	-0.065048	0.039540	0.997098						
04256														-1.958822	9.734688	-1.040566	0.988186	-0.136626	0.069445	0.139510	0.989471	-0.038518	-0.063451	0.047751	0.996842						
04257														-1.849786	9.613437	-1.096235	0.988281	-0.135999	0.069325	0.139088	0.989395	-0.041851	-0.062898	0.051003	0.996716						
04258														-2.051172	9.500884	-0.908643	0.988435	-0.134402	0.070236	0.137488	0.989650	-0.041100	-0.063985	0.050281	0.996683						
04259														-2.577778	9.505927	-0.368323	0.989031	-0.130045	0.070047	0.132845	0.990450	-0.036893	-0.064581	0.045793	0.996861						
04260														-1.739999	9.707096	-0.072150	0.988926	-0.131239	0.069293	0.133861	0.990395	-0.034637	-0.064081	0.043529	0.996995						
04261														-2.134691	9.588701	0.111907	0.989119	-0.130124	0.068644	0.132626	0.990609	-0.033233	-0.063675	0.041975	0.997088						
04262														-1.534542	9.566469	0.192659	0.988876	-0.132394	0.067796	0.134840	0.990323	-0.032843	-0.062792	0.041619	0.997158						
04263														-2.008105	9.779050	-0.029705	0.989261	-0.130032	0.066738	0.132503	0.990598	-0.034025	-0.061687	0.042502	0.997190						
04264														-1.488153	9.575744	-0.985997	0.989915	-0.126053	0.064647	0.128640	0.990981	-0.037540	-0.059332	0.045477	0.997202						
04265														-2.200513	9.565038	-1.307971	0.990843	-0.118780	0.064198	0.121124	0.992057	-0.033929	-0.059658	0.041394	0.997360						
04266														-2.004040	9.682633	-0.991321	0.990771	-0.120503	0.062069	0.122224	0.992195	-0.024717	-0.058606	0.032075	0.997766						
04267														-1.358309	9.696271	-0.213664	0.989297	-0.131581	0.063073	0.132646	0.991078	-0.012983	-0.060802	0.021210	0.997924						
04268														-1.460414	9.529050	0.611444	0.988164	-0.138001	0.066996	0.138280	0.990393	0.000483	-0.066419	0.008787	0.997753						
04269														-2.155843	9.489004	1.161704	0.987592	-0.141348	0.068427	0.140905	0.989959	0.011270	-0.069333	-0.001488	0.997592						
04270														-1.916688	9.553050	1.265789	0.987327	-0.143636	0.067490	0.142763	0.989600	0.017604	-0.069317	-0.007746	0.997565						
04271														-1.428697	9.696872	0.830133	0.985882	-0.153679	0.066479	0.152780	0.988088	0.018445	-0.068521	-0.008028	0.997617						
04272														-0.937639	9.800501	0.576695	0.985820	-0.153888	0.066909	0.152836	0.988037	0.020597	-0.069279	-0.010079	0.997546						
04273														-1.906003	9.702445	0.488712	0.986335	-0.150775	0.066414	0.149681	0.988507	0.021180	-0.068844	-0.010950	0.997567						
04274														-1.560141	9.688376	0.148818	0.986306	-0.150957	0.066431	0.149898	0.988485	0.020676	-0.068787	-0.010435	0.997577						
04275														-1.657510	9.899349	0.036743	0.987252	-0.143866	0.068088	0.142832	0.989548	0.019835	-0.070229	-0.009857	0.997482						
04276														-2.984894	9.778081	0.122769	0.988880	-0.132718	0.067097	0.132098	0.991143	0.013608	-0.068309	-0.004594	0.997654						
04277														-2.459524	9.635784	-0.162672	0.990187	-0.125555	0.061365	0.125639	0.992073	0.002505	-0.061193	0.005229	0.998112						
04278														-2.393905	9.283859	-0.567505	0.989933	-0.129736	0.056582	0.130369	0.991436	-0.007626	-0.055108	0.014926	0.998369						
04279														-0.921230	9.543077	-0.513182	0.989465	-0.133228	0.056647	0.134080	0.990904	-0.011493	-0.054600	0.018967	0.998328						
04280														-2.458792	9.628968	-0.342099	0.989851	-0.130498	0.056262	0.131376	0.991258	-0.012181	-0.054180	0.019449	0.998342						
04281														-1.995392	9.523603	-0.506653	0.989717	-0.132084	0.054906	0.133063	0.991001	-0.014563	-0.052489	0.021719	0.998385						
04282														-1.728040	9.446412	-0.636551	0.989790	-0.132054	0.053636	0.133062	0.990984	-0.015664	-0.051084	0.022641	0.998438						
04283														-1.346563	9.521140	-0.616113	0.990496	-0.126723	0.053460	0.127562	0.991751	-0.012557	-0.051428	0.019257	0.998491						
04284														-2.043937	9.455246	-0.419204	0.990745	-0.123660	0.055972	0.124229	0.992230	-0.006802	-0.054696	0.013693	0.998409						
04285														-1.908954	9.598247	-0.431386	0.990165	-0.126433	0.059896	0.126770	0.991930	-0.001854	-0.059178	0.009428	0.998203						
04286														-1.552215	9.714208	-0.213174	0.989396	-0.130640	0.063476	0.130799	0.991408	0.001657	-0.063147	0.006663	0.997982						
04287														-1.521016	9.614611	0.094351	0.989230	-0.130172	0.066929	0.130186	0.991481	0.004177	-0.066902	0.004581	0.997749						
04288														-1.854864	9.553328	0.023948	0.988727	-0.131644	0.071337	0.131628	0.991287	0.004951	-0.071367	0.004495	0.997440						
04289														-2.065504	9.679500	0.013012	0.987721	-0.136179	0.076563	0.136325	0.990659	0.003334	-0.076301	0.007144	0.997059						
04290														-2.092667	9.591216	-0.025709	0.986094	-0.145158	0.080921	0.145749	0.989321	-0.001414	-0.079852	0.013188	0.996719						
04291														-1.617286	9.552687	-0.083951	0.984652	-0.152806	0.084324	0.153815	0.988084	-0.005563	-0.082469	0.018448	0.996423						
04292														-2.011636	9.725862	-0.141334	0.983655	-0.157915	0.086523	0.159218	0.987208	-0.008328	-0.084101	0.021968	0.996215						
04293														-1.942884	9.732370	-0.008666	0.982718	-0.163739	0.086346	0.165372	0.986158	-0.012060	-0.083176	0.026131	0.996192						
04294														-2.080072	9.703020	0.014144	0.982429	-0.166324	0.084669	0.168221	0.985624	-0.015743	-0.080834	0.029710	0.996285						
04295														-1.914578	9.618449	-0.084239	0.981154	-0.175090	0.081736	0.177257	0.983961	-0.020005	-0.076923	0.034116	0.996453						
04296														-1.705448	9.534100	-0.141639	0.980778	-0.179084	0.077481	0.181124	0.983255	-0.020093	-0.072585	0.033741	0.996791						
04297														-1.829504	9.553004	-0.114605	0.980645	-0.181915	0.072408	0.183644	0.982829	-0.017930	-0.067903	0.030880	0.997214						
04298														-1.780692	9.530747	0.026499	0.980549	-0.183870	0.068665	0.185327	0.982556	-0.015426	-0.064630	0.027852	0.997521						
04299														-1.930612	9.710879	0.087178	0.979990	-0.187562	0.066635	0.188977	0.981858	-0.015552	-0.062509	0.027833	0.997656						
04300														-1.363185	9.588489	-0.042296	0.979599	-0.189927	0.065671	0.191507	0.981315	-0.018610	-0.060909	0.030807	0.997668						
04301														-1.423700	9.568142	-0.169342	0.978949	-0.193088	0.066151	0.194897	0.980576	-0.022024	-0.060614	0.034453	0.997567						
04302														-1.643785	9.627715	-0.151679	0.978294	-0.195904	0.067542	0.197913	0.979916	-0.024396	-0.061406	0.037234	0.997418						
04303														-1.821067	9.617880	-0.094095	0.976991	-0.201824	0.068959	0.203992	0.978629	-0.025928	-0.062253	0.039398	0.997282						
04304														-1.889035	9.669549	0.042611	0.975148	-0.210019	0.070562	0.212386	0.976790	-0.027824	-0.063081	0.042119	0.997119						
04305														-2.062743	9.593415	0.003774	0.973203	-0.218527	0.071560	0.221087	0.974794	-0.029956	-0.063210	0.044974	0.996986						
04306														-1.843263	9.663615	-0.029256	0.971781	-0.224503	0.072393	0.227169	0.973366	-0.030865	-0.063535	0.046439	0.996899						
04307														-1.888512	9.486619	0.033884	0.971465	-0.225654	0.073051	0.228266	0.973151	-0.029536	-0.064425	0.045368	0.996891						
04308														-2.113216	9.562943	0.421054	0.971110	-0.227209	0.072948	0.229641	0.972907	-0.026775	-0.064888	0.042753	0.996976						
04309														-1.701461	9.700382	0.525114	0.969961	-0.231676	0.074176	0.234114	0.971863	-0.025937	-0.066080	0.042524	0.996908						
04310														-1.975540	9.685034	0.394059	0.968720	-0.236289	0.075826	0.238944	0.970630	-0.027970	-0.066990	0.045214	0.996729						
04311														-1.793416	9.700301	0.149200	0.968311	-0.237982	0.075750	0.240813	0.970089	-0.030608	-0.066200	0.047879	0.996657						
04312														-1.931435	9.545972	0.022654	0.967756	-0.240407	0.075182	0.243409	0.969343	-0.033572	-0.064806	0.050789	0.996605						
04313														-1.583536	9.501098	0.060622	0.966693	-0.244466	0.075775	0.247579	0.968246	-0.034696	-0.064887	0.052301	0.996521						
04314														-1.597312	9.703412	0.157265	0.966346	-0.245491	0.076873	0.248676	0.967958	-0.034898	-0.065842	0.052840	0.996430						
04315														-1.886968	9.652368	0.104456	0.966190	-0.245934	0.077414	0.249187	0.967806	-0.035465	-0.066200	0.053557	0.996368						
04316														-1.846927	9.656479	0.053426	0.965947	-0.247023	0.076981	0.250322	0.967475	-0.036493	-0.065462	0.054520	0.996365						
04317														-1.581254	9.575028	-0.052789	0.965123	-0.250250	0.076888	0.253606	0.966585	-0.037372	-0.064966	0.055568	0.996339						
04318														-1.383627	9.502431	-0.054234	0.964541	-0.252095	0.078152	0.255451	0.966142	-0.036252	-0.066367	0.054930	0.996282						
04319														-1.587008	9.673287	0.063843	0.964718	-0.250963	0.079596	0.254215	0.966565	-0.033582	-0.068507	0.052632	0.996261						
04320														-1.754681	9.651465	-0.027297	0.964180	-0.252740	0.080492	0.255975	0.966133	-0.032616	-0.069523	0.052051	0.996221						
04321														-1.444534	9.513476	-0.170967	0.963252	-0.255595	0.082568	0.258835	0.965421	-0.031084	-0.071769	0.051313	0.996101						
04322														-1.402978	9.597298	-0.284979	0.962128	-0.258914	0.085278	0.262156	0.964586	-0.029117	-0.074719	0.050370	0.995932						
04323														-1.444605	9.657595	-0.288247	0.962246	-0.257775	0.087372	0.260825	0.965054	-0.025303	-0.077797	0.047137	0.995854						
04324														-1.873140	9.618784	-0.386959	0.961322	-0.261053	0.087817	0.263858	0.964315	-0.021805	-0.078991	0.044133	0.995898						
04325														-0.985720	9.592179	-0.546633	0.959613	-0.266873	0.089001	0.269458	0.962840	-0.018197	-0.080837	0.041444	0.995865						
04326														-1.267380	9.675098	-0.502506	0.958434	-0.270487	0.090778	0.272631	0.962045	-0.011875	-0.084120	0.036130	0.995800						
04327														-1.444491	9.727489	-0.237864	0.955195	-0.281135	0.092553	0.282789	0.959169	-0.004996	-0.087370	0.030945	0.995695						
04328														-0.907023	9.748823	0.134244	0.950898	-0.294683	0.094630	0.295789	0.955250	0.002444	-0.091116	0.025666	0.995509						
04329														-1.060028	9.882234	0.494979	0.944440	-0.313866	0.097581	0.314524	0.949207	0.008959	-0.095436	0.022230	0.995187						
04330														-0.241078	9.748113	0.953447	0.940772	-0.323524	0.101390	0.323363	0.946095	0.018469	-0.101899	0.015410	0.994675						
04331														-1.506289	9.954947	1.564622	0.940685	-0.323601	0.101949	0.322474	0.946170	0.027807	-0.105460	0.006719	0.994401						
04332														-1.412947	10.097723	1.565590	0.939633	-0.327051	0.100636	0.325739	0.944994	0.029680	-0.104807	0.004893	0.994481						
04333														-0.855258	9.834134	1.218608	0.939312	-0.327947	0.100716	0.326852	0.944671	0.027662	-0.104215	0.006936	0.994531						
04334														-1.284963	9.673375	1.102970	0.941270	-0.321879	0.102007	0.320893	0.946748	0.026387	-0.105068	0.007896	0.994434						
04335														-1.888494	9.677019	0.710783	0.942826	-0.317521	0.101292	0.317112	0.948166	0.020540	-0.102563	0.012755	0.994645						
04336														-1.451544	9.595894	0.008254	0.945018	-0.311110	0.100757	0.311531	0.950161	0.011934	-0.099448	0.020111	0.994839						
04337														-2.475601	9.924526	-0.763592	0.948423	-0.301167	0.098956	0.302395	0.953179	0.002705	-0.095137	0.027358	0.995088						
04338														-2.189058	10.246313	-1.084750	0.950950	-0.294164	0.095716	0.295951	0.955191	-0.004722	-0.090038	0.032818	0.995397						
04339														-2.299416	10.105954	-0.960400	0.951689	-0.292389	0.093794	0.294373	0.955659	-0.007750	-0.087369	0.034986	0.995561						
04340														-2.235732	9.889233	-0.651489	0.948505	-0.301754	0.096347	0.304004	0.952626	-0.009240	-0.088994	0.038054	0.995305						
04341														-2.136077	9.367853	-0.621513	0.943191	-0.316559	0.100906	0.319196	0.947628	-0.010730	-0.092225	0.042329	0.994838						
04342														-1.769316	9.193216	-0.369206	0.939705	-0.326715	0.101049	0.329269	0.944191	-0.009253	-0.092387	0.041968	0.994838						
04343														-1.200696	9.349182	0.037329	0.937288	-0.334735	0.097181	0.336994	0.941478	-0.007357	-0.089031	0.039645	0.995240						
04344														-0.373465	9.281506	0.337987	0.933835	-0.345012	0.094443	0.347032	0.937838	-0.005348	-0.086728	0.037769	0.995516						
04345														0.282627	9.327703	0.915973	0.930061	-0.354417	0.096824	0.356188	0.934414	-0.001076	-0.090093	0.035488	0.995301						
04346														-0.264859	9.853101	2.042194	0.925892	-0.363604	0.102552	0.365161	0.930937	0.003833	-0.096863	0.033899	0.994720						
04347														-0.157177	10.360799	2.669828	0.920766	-0.374593	0.108950	0.376318	0.926477	0.005059	-0.102835	0.036342	0.994034						
04348														-0.019547	10.462453	2.982667	0.917238	-0.380816	0.116851	0.383249	0.923644	0.001783	-0.108608	0.043147	0.993148						
04349														-0.084745	10.494689	3.353832	0.918018	-0.376617	0.124110	0.379735	0.925094	-0.001586	-0.114216	0.048585	0.992267						
04350														-1.125673	10.942153	3.759432	0.921659	-0.365873	0.129160	0.370043	0.928971	-0.009042	-0.116677	0.056129	0.991583						
04351														-1.201886	10.991737	3.777151	0.923129	-0.360968	0.132417	0.366966	0.929944	-0.023236	-0.114753	0.070042	0.990922						
04352														-0.637581	10.818484	3.565886	0.922316	-0.361595	0.136316	0.370187	0.927953	-0.043176	-0.110883	0.090285	0.989724						
04353														0.026500	10.619981	3.067150	0.923287	-0.356535	0.142916	0.368381	0.927290	-0.066547	-0.108798	0.114090	0.987495						
04354														-0.869217	10.396216	2.421012	0.926324	-0.345836	0.149406	0.361416	0.927718	-0.093368	-0.106317	0.140487	0.984358						
04355														-1.261667	10.045942	1.719702	0.928227	-0.338344	0.154652	0.358050	0.925357	-0.124555	-0.100966	0.170989	0.980086						
04356														-1.353805	9.583326	0.976610	0.927753	-0.335961	0.162494	0.360443	0.919501	-0.156838	-0.096722	0.204077	0.974165						
04357														-1.626011	9.648229	0.628309	0.927047	-0.332555	0.173178	0.362553	0.912826	-0.187894	-0.095597	0.236973	0.966801						
