// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4A7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														-1.079013	-5.811197	7.849537	0.999622	-0.027362	-0.002645	0.027353	0.999620	-0.003465	0.002739	0.003391	0.999990						
04222														-1.091039	-5.769729	7.847040	0.999608	-0.027864	-0.002594	0.027855	0.999605	-0.003694	0.002696	0.003620	0.999990						
04223														-1.119158	-5.796267	7.853624	0.999592	-0.028435	-0.002566	0.028425	0.999588	-0.003989	0.002679	0.003915	0.999989						
04224														-1.105246	-5.793256	7.849235	0.999574	-0.029093	-0.002468	0.029082	0.999568	-0.004348	0.002594	0.004274	0.999988						
04225														-1.093513	-5.789151	7.831062	0.999557	-0.029670	-0.002447	0.029658	0.999549	-0.004717	0.002585	0.004642	0.999986						
04226														-1.100745	-5.822018	7.840282	0.999541	-0.030201	-0.002377	0.030189	0.999532	-0.005034	0.002528	0.004960	0.999985						
04227														-1.123287	-5.819253	7.834714	0.999520	-0.030900	-0.002309	0.030887	0.999509	-0.005329	0.002473	0.005255	0.999983						
04228														-1.106328	-5.806443	7.831269	0.999502	-0.031498	-0.002139	0.031486	0.999489	-0.005581	0.002313	0.005510	0.999982						
04229														-1.086515	-5.814863	7.832258	0.999482	-0.032128	-0.002038	0.032115	0.999467	-0.005875	0.002226	0.005806	0.999981						
04230														-1.126903	-5.826990	7.828441	0.999463	-0.032717	-0.001935	0.032705	0.999447	-0.006034	0.002131	0.005967	0.999980						
04231														-1.118287	-5.802121	7.842161	0.999446	-0.033250	-0.001759	0.033239	0.999428	-0.006238	0.001966	0.006176	0.999979						
04232														-1.086956	-5.842459	7.831477	0.999426	-0.033828	-0.001598	0.033817	0.999408	-0.006408	0.001814	0.006350	0.999978						
04233														-1.074096	-5.836200	7.815050	0.999408	-0.034382	-0.001409	0.034372	0.999389	-0.006405	0.001629	0.006353	0.999978						
04234														-1.056864	-5.820940	7.813502	0.999395	-0.034768	-0.001308	0.034759	0.999376	-0.006325	0.001527	0.006276	0.999979						
04235														-1.084667	-5.833631	7.809216	0.999376	-0.035305	-0.001328	0.035296	0.999358	-0.006171	0.001545	0.006120	0.999980						
04236														-1.075550	-5.807218	7.838515	0.999361	-0.035730	-0.001370	0.035721	0.999344	-0.005955	0.001582	0.005902	0.999981						
04237														-1.112479	-5.797239	7.838041	0.999343	-0.036208	-0.001442	0.036199	0.999328	-0.005840	0.001652	0.005784	0.999982						
04238														-1.118643	-5.797323	7.859491	0.999324	-0.036739	-0.001456	0.036730	0.999309	-0.005749	0.001666	0.005691	0.999982						
04239														-1.106646	-5.810256	7.834161	0.999306	-0.037237	-0.001378	0.037228	0.999290	-0.005869	0.001596	0.005813	0.999982						
04240														-1.099293	-5.823073	7.816317	0.999286	-0.037755	-0.001208	0.037747	0.999269	-0.005981	0.001433	0.005931	0.999981						
04241														-1.077852	-5.811697	7.841175	0.999263	-0.038357	-0.001100	0.038350	0.999246	-0.006035	0.001331	0.005988	0.999981						
04242														-1.067987	-5.834017	7.815321	0.999247	-0.038778	-0.001060	0.038771	0.999230	-0.005993	0.001292	0.005947	0.999981						
04243														-1.097871	-5.798389	7.851333	0.999236	-0.039079	-0.001075	0.039072	0.999219	-0.005879	0.001304	0.005832	0.999982						
04244														-1.089556	-5.810670	7.848361	0.999218	-0.039529	-0.001056	0.039522	0.999202	-0.005742	0.001282	0.005696	0.999983						
04245														-1.073297	-5.814640	7.837891	0.999206	-0.039832	-0.001089	0.039826	0.999191	-0.005660	0.001314	0.005613	0.999983						
04246														-1.095042	-5.790442	7.857178	0.999193	-0.040144	-0.001108	0.040137	0.999178	-0.005622	0.001332	0.005573	0.999984						
04247														-1.086647	-5.823484	7.844254	0.999176	-0.040576	-0.001151	0.040569	0.999161	-0.005660	0.001379	0.005609	0.999983						
04248														-1.105240	-5.799636	7.841325	0.999155	-0.041073	-0.001208	0.041065	0.999140	-0.005710	0.001441	0.005655	0.999983						
04249														-1.092128	-5.814111	7.829369	0.999139	-0.041472	-0.001290	0.041464	0.999124	-0.005722	0.001526	0.005663	0.999983						
04250														-1.111431	-5.800540	7.839781	0.999115	-0.042048	-0.001375	0.042040	0.999100	-0.005657	0.001611	0.005594	0.999983						
04251														-1.095846	-5.816177	7.841666	0.999095	-0.042522	-0.001349	0.042514	0.999080	-0.005702	0.001590	0.005640	0.999983						
04252														-1.098467	-5.797168	7.849989	0.999072	-0.043041	-0.001338	0.043033	0.999057	-0.005731	0.001583	0.005668	0.999983						
04253														-1.103386	-5.807527	7.848342	0.999057	-0.043403	-0.001349	0.043394	0.999041	-0.005823	0.001600	0.005759	0.999982						
04254														-1.086747	-5.832973	7.827440	0.999036	-0.043886	-0.001358	0.043877	0.999019	-0.005927	0.001617	0.005861	0.999982						
04255														-1.105087	-5.820367	7.837259	0.999019	-0.044257	-0.001322	0.044249	0.999003	-0.006003	0.001587	0.005939	0.999981						
04256														-1.090786	-5.804527	7.821498	0.999002	-0.044649	-0.001261	0.044641	0.998985	-0.006052	0.001530	0.005989	0.999981						
04257														-1.101718	-5.804858	7.850162	0.998985	-0.045025	-0.001249	0.045017	0.998968	-0.006086	0.001522	0.006023	0.999981						
04258														-1.070081	-5.815092	7.849910	0.998966	-0.045436	-0.001252	0.045427	0.998949	-0.006159	0.001530	0.006095	0.999980						
04259														-1.107863	-5.844688	7.816159	0.998947	-0.045851	-0.001278	0.045842	0.998930	-0.006176	0.001560	0.006111	0.999980						
04260														-1.094369	-5.808421	7.810069	0.998933	-0.046165	-0.001250	0.046157	0.998915	-0.006123	0.001531	0.006058	0.999980						
04261														-1.089915	-5.812954	7.850442	0.998909	-0.046686	-0.001176	0.046678	0.998892	-0.006069	0.001458	0.006008	0.999981						
04262														-1.072999	-5.836920	7.830688	0.998888	-0.047134	-0.001198	0.047126	0.998871	-0.005927	0.001476	0.005864	0.999982						
04263														-1.101195	-5.818204	7.822936	0.998869	-0.047538	-0.001178	0.047531	0.998853	-0.005709	0.001448	0.005647	0.999983						
04264														-1.082996	-5.803232	7.835856	0.998852	-0.047887	-0.001172	0.047880	0.998838	-0.005519	0.001435	0.005457	0.999984						
04265														-1.091173	-5.812001	7.857317	0.998834	-0.048259	-0.001139	0.048252	0.998821	-0.005302	0.001394	0.005241	0.999985						
04266														-1.082770	-5.793068	7.851090	0.998818	-0.048589	-0.001164	0.048582	0.998806	-0.005106	0.001411	0.005043	0.999986						
04267														-1.107514	-5.788457	7.883140	0.998796	-0.049048	-0.001201	0.049041	0.998784	-0.005026	0.001446	0.004961	0.999987						
04268														-1.121809	-5.784081	7.849290	0.998777	-0.049426	-0.001186	0.049419	0.998764	-0.005252	0.001444	0.005187	0.999986						
04269														-1.121089	-5.796984	7.838506	0.998760	-0.049776	-0.001168	0.049769	0.998745	-0.005538	0.001442	0.005473	0.999984						
04270														-1.089032	-5.828342	7.828135	0.998737	-0.050227	-0.001143	0.050219	0.998722	-0.005663	0.001426	0.005598	0.999983						
04271														-1.088666	-5.800612	7.836681	0.998718	-0.050603	-0.001076	0.050596	0.998703	-0.005770	0.001367	0.005708	0.999983						
04272														-1.093102	-5.811378	7.834774	0.998698	-0.050997	-0.001031	0.050990	0.998682	-0.005879	0.001330	0.005819	0.999982						
04273														-1.081870	-5.816058	7.831216	0.998680	-0.051346	-0.000985	0.051339	0.998664	-0.005940	0.001289	0.005881	0.999982						
