// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4C6
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														-1.080019	-9.716425	-1.034690	0.999900	-0.004466	-0.013419	0.004316	0.999928	-0.011178	0.013468	0.011118	0.999847						
04222														-1.092456	-9.691125	-0.976808	0.999906	-0.004336	-0.013010	0.004196	0.999933	-0.010805	0.013056	0.010749	0.999857						
04223														-1.081603	-9.740393	-1.006145	0.999911	-0.004197	-0.012647	0.004067	0.999939	-0.010318	0.012690	0.010265	0.999867						
04224														-1.125320	-9.712346	-0.972316	0.999916	-0.004024	-0.012315	0.003904	0.999945	-0.009722	0.012353	0.009673	0.999877						
04225														-1.061263	-9.736333	-0.921607	0.999920	-0.004171	-0.011960	0.004062	0.999950	-0.009091	0.011998	0.009042	0.999887						
04226														-1.122371	-9.672617	-0.913040	0.999923	-0.004521	-0.011545	0.004424	0.999955	-0.008403	0.011582	0.008351	0.999898						
04227														-1.069365	-9.683961	-0.822983	0.999926	-0.004811	-0.011201	0.004724	0.999958	-0.007807	0.011238	0.007754	0.999907						
04228														-1.109381	-9.674795	-0.753757	0.999927	-0.005387	-0.010849	0.005305	0.999958	-0.007534	0.010890	0.007475	0.999913						
04229														-1.086124	-9.682218	-0.780587	0.999928	-0.006035	-0.010387	0.005958	0.999955	-0.007446	0.010431	0.007384	0.999918						
04230														-1.049587	-9.673168	-0.903896	0.999925	-0.007215	-0.009897	0.007140	0.999946	-0.007595	0.009951	0.007523	0.999922						
04231														-1.069848	-9.768006	-0.935040	0.999924	-0.007924	-0.009444	0.007853	0.999940	-0.007585	0.009504	0.007510	0.999927						
04232														-1.128214	-9.707966	-0.904143	0.999925	-0.008265	-0.009028	0.008197	0.999938	-0.007543	0.009090	0.007468	0.999931						
04233														-1.076047	-9.613964	-0.851948	0.999928	-0.008302	-0.008634	0.008236	0.999937	-0.007643	0.008697	0.007571	0.999934						
04234														-1.016793	-9.656479	-0.981986	0.999926	-0.009016	-0.008209	0.008952	0.999930	-0.007797	0.008279	0.007723	0.999936						
04235														-1.079042	-9.718813	-0.992030	0.999923	-0.009691	-0.007807	0.009630	0.999923	-0.007792	0.007882	0.007716	0.999939						
04236														-1.018910	-9.705506	-0.973938	0.999922	-0.009964	-0.007486	0.009906	0.999921	-0.007674	0.007561	0.007599	0.999943						
04237														-1.035164	-9.691268	-0.853316	0.999924	-0.010033	-0.007231	0.009978	0.999922	-0.007557	0.007307	0.007484	0.999945						
04238														-1.046849	-9.684313	-0.761280	0.999923	-0.010254	-0.007041	0.010201	0.999919	-0.007588	0.007119	0.007516	0.999946						
04239														-1.054914	-9.794915	-0.888260	0.999920	-0.010634	-0.006841	0.010581	0.999914	-0.007710	0.006923	0.007637	0.999947						
04240														-1.097024	-9.760457	-0.998385	0.999919	-0.010823	-0.006623	0.010772	0.999913	-0.007648	0.006705	0.007576	0.999949						
04241														-1.027503	-9.697100	-0.885139	0.999923	-0.010611	-0.006498	0.010562	0.999916	-0.007572	0.006578	0.007502	0.999950						
04242														-0.983247	-9.692843	-0.870451	0.999925	-0.010460	-0.006353	0.010412	0.999918	-0.007514	0.006431	0.007447	0.999952						
04243														-1.017661	-9.711372	-0.899217	0.999927	-0.010305	-0.006318	0.010257	0.999919	-0.007543	0.006396	0.007478	0.999952						
04244														-1.050710	-9.707820	-0.886218	0.999930	-0.010031	-0.006299	0.009983	0.999921	-0.007631	0.006375	0.007567	0.999951						
04245														-1.045585	-9.698522	-0.820315	0.999931	-0.009916	-0.006309	0.009866	0.999921	-0.007822	0.006386	0.007759	0.999950						
04246														-1.037475	-9.674551	-0.889451	0.999929	-0.010095	-0.006303	0.010042	0.999916	-0.008243	0.006386	0.008179	0.999946						
04247														-1.024618	-9.721464	-0.949900	0.999928	-0.010238	-0.006278	0.010184	0.999911	-0.008603	0.006366	0.008538	0.999943						
04248														-1.060157	-9.730890	-0.977574	0.999928	-0.010224	-0.006319	0.010167	0.999909	-0.008916	0.006409	0.008851	0.999940						
04249														-1.021549	-9.724422	-1.010919	0.999928	-0.010087	-0.006442	0.010029	0.999910	-0.008956	0.006531	0.008891	0.999939						
04250														-1.044074	-9.705719	-0.920594	0.999929	-0.009986	-0.006536	0.009927	0.999911	-0.008966	0.006625	0.008901	0.999938						
04251														-1.039058	-9.748448	-0.880421	0.999924	-0.010360	-0.006609	0.010301	0.999907	-0.008951	0.006701	0.008882	0.999938						
04252														-1.067276	-9.706651	-0.855945	0.999921	-0.010694	-0.006645	0.010634	0.999902	-0.009084	0.006742	0.009013	0.999937						
04253														-1.063001	-9.707656	-0.896856	0.999917	-0.010987	-0.006656	0.010926	0.999898	-0.009204	0.006757	0.009131	0.999935						
04254														-1.065536	-9.694837	-0.922405	0.999919	-0.010802	-0.006759	0.010738	0.999898	-0.009397	0.006860	0.009324	0.999933						
04255														-1.045814	-9.699028	-0.935771	0.999922	-0.010401	-0.006854	0.010335	0.999901	-0.009531	0.006952	0.009459	0.999931						
04256														-1.073647	-9.682386	-1.010856	0.999925	-0.010034	-0.006980	0.009967	0.999904	-0.009583	0.007075	0.009513	0.999930						
04257														-1.048778	-9.712168	-0.973887	0.999928	-0.009694	-0.007026	0.009627	0.999908	-0.009536	0.007118	0.009468	0.999930						
04258														-1.078477	-9.736457	-0.927200	0.999929	-0.009571	-0.007044	0.009504	0.999911	-0.009378	0.007133	0.009311	0.999931						
04259														-1.073885	-9.666185	-0.912717	0.999932	-0.009255	-0.007030	0.009189	0.999915	-0.009280	0.007115	0.009214	0.999932						
04260														-1.042628	-9.694917	-0.898213	0.999934	-0.009153	-0.006964	0.009089	0.999916	-0.009195	0.007047	0.009131	0.999933						
04261														-1.099798	-9.687785	-0.934243	0.999934	-0.009242	-0.006821	0.009179	0.999916	-0.009177	0.006905	0.009114	0.999935						
04262														-1.068182	-9.681917	-0.902390	0.999936	-0.009131	-0.006697	0.009070	0.999917	-0.009161	0.006780	0.009100	0.999936						
04263														-1.030982	-9.772364	-0.959861	0.999936	-0.009235	-0.006517	0.009176	0.999917	-0.009050	0.006601	0.008990	0.999938						
04264														-1.038953	-9.731367	-0.974317	0.999934	-0.009574	-0.006292	0.009518	0.999916	-0.008839	0.006376	0.008778	0.999941						
04265														-1.019857	-9.680900	-0.900088	0.999932	-0.009939	-0.006092	0.009886	0.999914	-0.008604	0.006177	0.008543	0.999944						
04266														-1.030772	-9.699458	-0.905894	0.999927	-0.010519	-0.005870	0.010469	0.999909	-0.008465	0.005958	0.008403	0.999947						
04267														-1.026709	-9.732232	-0.904990	0.999925	-0.010845	-0.005712	0.010798	0.999908	-0.008220	0.005801	0.008158	0.999950						
04268														-1.054566	-9.730276	-0.928817	0.999923	-0.011092	-0.005555	0.011048	0.999908	-0.007921	0.005642	0.007859	0.999953						
04269														-1.083525	-9.667718	-0.920943	0.999925	-0.010976	-0.005410	0.010935	0.999911	-0.007641	0.005493	0.007581	0.999956						
04270														-1.072454	-9.685991	-0.904747	0.999928	-0.010794	-0.005225	0.010755	0.999915	-0.007400	0.005304	0.007343	0.999959						
04271														-1.005794	-9.718434	-0.902184	0.999930	-0.010677	-0.005024	0.010640	0.999917	-0.007218	0.005101	0.007164	0.999961						
04272														-0.965628	-9.732688	-0.872523	0.999931	-0.010674	-0.004805	0.010639	0.999918	-0.007120	0.004880	0.007068	0.999963						
04273														-1.019610	-9.721207	-0.874995	0.999930	-0.010879	-0.004628	0.010846	0.999916	-0.007071	0.004704	0.007020	0.999964						
04274														-0.988065	-9.715154	-0.843116	0.999927	-0.011231	-0.004540	0.011199	0.999912	-0.007083	0.004619	0.007032	0.999965						
04275														-0.946279	-9.723942	-0.867441	0.999920	-0.011833	-0.004418	0.011801	0.999905	-0.007150	0.004502	0.007097	0.999965						
04276														-0.988740	-9.722426	-0.893896	0.999913	-0.012420	-0.004396	0.012388	0.999897	-0.007288	0.004486	0.007233	0.999964						
04277														-0.993821	-9.688432	-0.939185	0.999908	-0.012799	-0.004482	0.012766	0.999891	-0.007415	0.004577	0.007357	0.999962						
04278														-1.034175	-9.714343	-0.933382	0.999906	-0.012875	-0.004643	0.012840	0.999890	-0.007460	0.004739	0.007399	0.999961						
04279														-1.024725	-9.701248	-0.873258	0.999906	-0.012808	-0.004832	0.012772	0.999890	-0.007518	0.004927	0.007455	0.999960						
04280														-1.030372	-9.736948	-0.868425	0.999908	-0.012636	-0.004993	0.012598	0.999891	-0.007642	0.005089	0.007579	0.999958						
04281														-1.077478	-9.731208	-0.923807	0.999910	-0.012354	-0.005168	0.012314	0.999894	-0.007715	0.005262	0.007651	0.999957						
04282														-1.048094	-9.687281	-0.943581	0.999916	-0.011764	-0.005372	0.011723	0.999901	-0.007758	0.005462	0.007695	0.999955						
04283														-1.015060	-9.725315	-0.974824	0.999922	-0.011200	-0.005580	0.011156	0.999907	-0.007806	0.005667	0.007743	0.999954						
04284														-1.049536	-9.702019	-0.935197	0.999928	-0.010515	-0.005768	0.010471	0.999916	-0.007692	0.005848	0.007631	0.999954						
04285														-1.044651	-9.707592	-0.859645	0.999932	-0.010094	-0.005924	0.010049	0.999920	-0.007680	0.006001	0.007620	0.999953						
04286														-1.032210	-9.735126	-0.890453	0.999931	-0.010070	-0.005999	0.010024	0.999920	-0.007673	0.006076	0.007612	0.999953						
04287														-1.043161	-9.702427	-0.910440	0.999933	-0.009849	-0.006138	0.009802	0.999923	-0.007548	0.006212	0.007487	0.999953						
04288														-1.021875	-9.684290	-0.964300	0.999936	-0.009370	-0.006336	0.009322	0.999929	-0.007418	0.006405	0.007359	0.999952						
04289														-1.033037	-9.712711	-0.929246	0.999941	-0.008711	-0.006548	0.008663	0.999936	-0.007244	0.006610	0.007187	0.999952						
04290														-1.052012	-9.721039	-0.890471	0.999943	-0.008238	-0.006756	0.008190	0.999942	-0.007060	0.006814	0.007004	0.999952						
04291														-1.019250	-9.716028	-0.897183	0.999942	-0.008311	-0.006846	0.008264	0.999942	-0.006889	0.006903	0.006832	0.999953						
04292														-1.038547	-9.709432	-0.866586	0.999938	-0.008718	-0.006936	0.008671	0.999939	-0.006796	0.006994	0.006736	0.999953						
04293														-1.031227	-9.720940	-0.864285	0.999934	-0.009111	-0.007015	0.009064	0.999936	-0.006715	0.007076	0.006651	0.999953						
04294														-1.068751	-9.733215	-0.904276	0.999930	-0.009458	-0.007090	0.009411	0.999934	-0.006603	0.007152	0.006536	0.999953						
04295														-1.069214	-9.715991	-0.893787	0.999927	-0.009707	-0.007151	0.009661	0.999932	-0.006480	0.007213	0.006411	0.999953						
04296														-1.086092	-9.678263	-0.902287	0.999924	-0.009950	-0.007210	0.009904	0.999931	-0.006389	0.007273	0.006317	0.999954						
04297														-1.080002	-9.657496	-0.898892	0.999923	-0.010074	-0.007221	0.010028	0.999930	-0.006331	0.007285	0.006259	0.999954						
04298														-1.075832	-9.730968	-0.904826	0.999920	-0.010435	-0.007189	0.010390	0.999927	-0.006247	0.007254	0.006172	0.999955						
04299														-1.055688	-9.755315	-0.941014	0.999918	-0.010662	-0.007135	0.010619	0.999925	-0.006059	0.007199	0.005982	0.999956						
04300														-1.040834	-9.683107	-0.887043	0.999916	-0.010866	-0.007067	0.010825	0.999925	-0.005815	0.007129	0.005738	0.999958						
04301														-1.051165	-9.679447	-0.850176	0.999915	-0.010983	-0.007007	0.010943	0.999924	-0.005640	0.007069	0.005563	0.999960						
04302														-1.078931	-9.674990	-0.858464	0.999914	-0.011138	-0.006957	0.011100	0.999923	-0.005513	0.007018	0.005435	0.999961						
04303														-1.066956	-9.716345	-0.926194	0.999914	-0.011175	-0.006885	0.011138	0.999923	-0.005433	0.006945	0.005356	0.999962						
04304														-1.065519	-9.716645	-0.924708	0.999916	-0.011086	-0.006767	0.011051	0.999925	-0.005280	0.006825	0.005204	0.999963						
04305														-1.055248	-9.725993	-0.905191	0.999918	-0.010957	-0.006694	0.010923	0.999927	-0.005156	0.006750	0.005083	0.999964						
04306														-1.052347	-9.678075	-0.847901	0.999921	-0.010725	-0.006600	0.010692	0.999930	-0.005042	0.006653	0.004971	0.999966						
04307														-1.017363	-9.727749	-0.898756	0.999922	-0.010669	-0.006481	0.010637	0.999931	-0.004926	0.006534	0.004857	0.999967						
04308														-1.032007	-9.779569	-0.967904	0.999921	-0.010819	-0.006324	0.010789	0.999931	-0.004651	0.006374	0.004583	0.999969						
04309														-1.036789	-9.694387	-0.896412	0.999922	-0.010854	-0.006215	0.010827	0.999932	-0.004285	0.006261	0.004217	0.999972						
04310														-1.003051	-9.683597	-0.828413	0.999922	-0.010920	-0.006094	0.010896	0.999933	-0.004034	0.006137	0.003967	0.999973						
04311														-1.039446	-9.679023	-0.773154	0.999920	-0.011132	-0.006032	0.011109	0.999930	-0.003952	0.006076	0.003885	0.999974						
04312														-1.032603	-9.712819	-0.813941	0.999918	-0.011298	-0.005949	0.011275	0.999928	-0.004016	0.005994	0.003948	0.999974						
04313														-1.035827	-9.740073	-0.804626	0.999918	-0.011429	-0.005849	0.011404	0.999926	-0.004153	0.005896	0.004086	0.999974						
04314														-1.031622	-9.689288	-0.819340	0.999917	-0.011532	-0.005786	0.011507	0.999924	-0.004377	0.005836	0.004310	0.999974						
04315														-0.997467	-9.712539	-0.860528	0.999914	-0.011778	-0.005714	0.011751	0.999920	-0.004696	0.005769	0.004628	0.999973						
04316														-1.030699	-9.728512	-0.961296	0.999910	-0.012154	-0.005645	0.012126	0.999914	-0.004996	0.005705	0.004927	0.999972						
