// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4C7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														-1.217476	-9.129957	3.471297	0.999995	0.000091	0.003140	-0.000032	0.999824	-0.018778	-0.003142	0.018778	0.999819						
04222														-1.316081	-9.159054	3.448396	0.999992	0.000573	0.003880	-0.000497	0.999806	-0.019680	-0.003891	0.019678	0.999799						
04223														-1.177538	-9.262038	3.455707	0.999990	0.000884	0.004309	-0.000796	0.999794	-0.020285	-0.004326	0.020281	0.999785						
04224														-1.083583	-9.182740	3.387664	0.999989	0.000997	0.004649	-0.000902	0.999791	-0.020402	-0.004669	0.020398	0.999781						
04225														-1.170100	-9.154713	3.314794	0.999986	0.001165	0.005137	-0.001059	0.999787	-0.020629	-0.005160	0.020624	0.999774						
04226														-1.092765	-9.215554	3.350753	0.999984	0.000964	0.005645	-0.000846	0.999783	-0.020831	-0.005664	0.020826	0.999767						
04227														-1.037114	-9.208620	3.362082	0.999982	0.000494	0.006005	-0.000369	0.999784	-0.020791	-0.006014	0.020789	0.999766						
04228														-1.040891	-9.172686	3.329385	0.999981	0.000038	0.006171	0.000089	0.999786	-0.020668	-0.006170	0.020669	0.999767						
04229														-0.837247	-9.141747	3.160062	0.999984	-0.001599	0.005508	0.001716	0.999772	-0.021273	-0.005472	0.021282	0.999759						
04230														-1.066282	-9.267536	3.184349	0.999979	-0.004907	0.004293	0.004998	0.999755	-0.021553	-0.004186	0.021574	0.999758						
04231														-1.072378	-9.418936	3.448858	0.999953	-0.009056	0.003492	0.009130	0.999718	-0.021907	-0.003292	0.021938	0.999754						
04232														-1.132233	-9.373499	3.346259	0.999920	-0.012174	0.003397	0.012245	0.999685	-0.021923	-0.003129	0.021963	0.999754						
04233														-1.294027	-9.095739	3.302498	0.999896	-0.014032	0.003284	0.014099	0.999674	-0.021289	-0.002984	0.021333	0.999768						
04234														-1.183484	-9.058007	3.358311	0.999876	-0.015501	0.002615	0.015553	0.999655	-0.021151	-0.002286	0.021189	0.999773						
04235														-1.148706	-9.191007	3.383326	0.999866	-0.016281	0.001870	0.016317	0.999641	-0.021238	-0.001524	0.021265	0.999773						
04236														-1.326431	-9.192982	3.331551	0.999868	-0.016207	0.001355	0.016232	0.999640	-0.021359	-0.001008	0.021379	0.999771						
04237														-1.306554	-9.215250	3.439905	0.999878	-0.015611	0.001017	0.015630	0.999646	-0.021525	-0.000681	0.021538	0.999768						
04238														-1.267101	-9.188164	3.404005	0.999897	-0.014350	0.000993	0.014368	0.999665	-0.021528	-0.000684	0.021540	0.999768						
04239														-1.245747	-9.185877	3.355304	0.999923	-0.012357	0.001295	0.012382	0.999691	-0.021563	-0.001028	0.021577	0.999767						
04240														-1.158372	-9.161988	3.267838	0.999947	-0.010118	0.001744	0.010154	0.999703	-0.022136	-0.001519	0.022153	0.999753						
