// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4C3
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														0.669112	-9.467334	-2.516566	0.999457	-0.031072	0.010955	0.031046	0.999515	0.002539	-0.011028	-0.002198	0.999937						
04222														0.719968	-9.458668	-2.501648	0.999464	-0.030719	0.011278	0.030698	0.999527	0.002019	-0.011335	-0.001671	0.999934						
04223														0.714765	-9.495089	-2.480205	0.999494	-0.029599	0.011618	0.029584	0.999561	0.001457	-0.011656	-0.001113	0.999931						
04224														0.676783	-9.453761	-2.547388	0.999512	-0.028871	0.011927	0.028860	0.999583	0.001029	-0.011952	-0.000684	0.999928						
04225														0.637519	-9.409101	-2.557952	0.999515	-0.028623	0.012252	0.028618	0.999590	0.000578	-0.012263	-0.000227	0.999925						
04226														0.625649	-9.391216	-2.556776	0.999506	-0.028787	0.012601	0.028789	0.999586	-0.000007	-0.012595	0.000370	0.999921						
04227														0.646888	-9.464413	-2.558519	0.999505	-0.028689	0.012885	0.028700	0.999588	-0.000606	-0.012862	0.000975	0.999917						
04228														0.710957	-9.466547	-2.561464	0.999500	-0.028763	0.013121	0.028779	0.999585	-0.001027	-0.013086	0.001404	0.999913						
04229														0.712536	-9.414753	-2.547332	0.999482	-0.029302	0.013334	0.029324	0.999569	-0.001387	-0.013287	0.001777	0.999910						
04230														0.643619	-9.421258	-2.534800	0.999451	-0.030165	0.013720	0.030194	0.999542	-0.001912	-0.013656	0.002325	0.999904						
04231														0.594505	-9.509070	-2.632597	0.999429	-0.030724	0.014080	0.030758	0.999524	-0.002228	-0.014005	0.002660	0.999898						
04232														0.720873	-9.504707	-2.696712	0.999404	-0.031420	0.014302	0.031452	0.999503	-0.002008	-0.014232	0.002457	0.999896						
04233														0.813539	-9.337183	-2.645371	0.999366	-0.032552	0.014408	0.032578	0.999468	-0.001584	-0.014349	0.002052	0.999895						
