// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4C5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														1.768275	9.651902	-0.219800	0.991837	0.127373	0.005999	-0.127305	0.991808	-0.010532	-0.007291	0.009682	0.999927						
04222														1.954391	9.478726	-0.203704	0.992152	0.124859	0.006614	-0.124780	0.992121	-0.011192	-0.007959	0.010279	0.999915						
04223														2.261698	9.536532	-0.408826	0.992393	0.122913	0.006960	-0.122818	0.992347	-0.012750	-0.008474	0.011798	0.999894						
04224														2.047102	9.579665	-0.398109	0.992317	0.123464	0.008030	-0.123328	0.992243	-0.015640	-0.009899	0.014529	0.999845						
04225														1.488864	9.509997	-0.438839	0.992541	0.121535	0.009523	-0.121347	0.992441	-0.018301	-0.011675	0.017009	0.999787						
04226														1.847197	9.382628	-0.536866	0.992759	0.119739	0.009641	-0.119526	0.992624	-0.020255	-0.011995	0.018956	0.999748						
04227														1.774789	9.462955	-0.498591	0.992811	0.119328	0.009389	-0.119098	0.992636	-0.022128	-0.011960	0.020850	0.999711						
04228														1.901336	9.410864	-0.648787	0.993106	0.116803	0.009852	-0.116544	0.992903	-0.023677	-0.012548	0.022365	0.999671						
04229														1.584154	9.650432	-1.000724	0.993301	0.115105	0.010191	-0.114831	0.993088	-0.024273	-0.012914	0.022940	0.999653						
04230														1.553491	10.116395	-1.327425	0.993398	0.114314	0.009605	-0.114050	0.993172	-0.024532	-0.012344	0.023275	0.999653						
04231														1.734833	9.721418	-1.507210	0.993071	0.117179	0.008843	-0.116900	0.992769	-0.027296	-0.011978	0.026073	0.999588						
