// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D4C4
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
04221														1.231942	9.746631	-0.448487	0.999926	-0.008552	0.008709	0.008710	0.999796	-0.018237	-0.008551	0.018312	0.999796						
04222														1.230899	9.868416	-0.441559	0.999940	-0.006814	0.008525	0.006973	0.999801	-0.018690	-0.008396	0.018748	0.999789						
04223														1.245505	9.694372	-0.381627	0.999946	-0.006026	0.008458	0.006191	0.999788	-0.019658	-0.008337	0.019709	0.999771						
04224														1.207798	9.741951	-0.409138	0.999951	-0.005414	0.008304	0.005574	0.999795	-0.019480	-0.008197	0.019526	0.999776						
04225														1.129310	9.704023	-0.346167	0.999954	-0.004899	0.008208	0.005065	0.999780	-0.020337	-0.008107	0.020378	0.999759						
04226														1.170968	9.660321	-0.343219	0.999954	-0.004929	0.008230	0.005098	0.999775	-0.020577	-0.008127	0.020618	0.999754						
04227														1.188176	9.727847	-0.293538	0.999956	-0.004906	0.008025	0.005072	0.999771	-0.020780	-0.007921	0.020820	0.999752						
04228														1.132274	9.736401	-0.239380	0.999955	-0.005380	0.007784	0.005541	0.999768	-0.020805	-0.007671	0.020847	0.999753						
04229														1.186442	9.684037	-0.235227	0.999955	-0.005635	0.007617	0.005797	0.999753	-0.021442	-0.007494	0.021485	0.999741						
04230														1.194400	9.656847	-0.141108	0.999957	-0.005750	0.007305	0.005909	0.999744	-0.021859	-0.007177	0.021901	0.999734						
